Datum,vakcína,věková skupina,pohlaví,počet dávek
2021-06-02,VAXZEVRIA,60-64,Z,22
2021-06-02,VAXZEVRIA,60-64,M,29
2021-06-02,Comirnaty,60-64,M,899
2021-06-02,Comirnaty,60-64,Z,910
2021-06-02,VAXZEVRIA,60-64,Z,224
2021-06-02,VAXZEVRIA,60-64,M,242
2021-06-02,Comirnaty,65-69,M,7785
2021-06-02,VAXZEVRIA,65-69,M,388
2021-06-02,VAXZEVRIA,65-69,,1
2021-06-02,COVID-19 Vaccine Janssen,65-69,M,191
2021-06-02,SPIKEVAX,65-69,Z,299
2021-06-02,VAXZEVRIA,65-69,Z,24
2021-06-02,VAXZEVRIA,65-69,M,40
2021-06-02,Comirnaty,65-69,M,724
2021-06-02,Comirnaty,65-69,Z,847
2021-06-02,COVID-19 Vaccine Janssen,65-69,Z,160
2021-06-02,SPIKEVAX,65-69,M,363
2021-06-02,VAXZEVRIA,65-69,Z,400
2021-06-02,SPIKEVAX,65-69,M,297
2021-06-02,SPIKEVAX,65-69,Z,473
2021-06-02,Comirnaty,65-69,Z,9444
2021-06-02,SPIKEVAX,70-74,Z,199
2021-06-02,Comirnaty,70-74,Z,449
2021-06-02,SPIKEVAX,70-74,Z,235
2021-06-02,VAXZEVRIA,70-74,Z,1682
2021-06-02,VAXZEVRIA,70-74,M,1344
2021-06-02,SPIKEVAX,70-74,M,210
2021-06-02,Comirnaty,70-74,Z,2905
2021-06-02,Comirnaty,70-74,M,2392
2021-06-02,COVID-19 Vaccine Janssen,70-74,Z,152
2021-06-02,VAXZEVRIA,70-74,Z,16
2021-06-02,VAXZEVRIA,70-74,M,17
2021-06-02,COVID-19 Vaccine Janssen,70-74,M,132
2021-06-02,Comirnaty,70-74,M,413
2021-06-02,SPIKEVAX,70-74,M,199
2021-06-02,COVID-19 Vaccine Janssen,75-79,Z,68
2021-06-02,Comirnaty,75-79,Z,855
2021-06-02,Comirnaty,75-79,M,598
2021-06-02,VAXZEVRIA,75-79,M,11
2021-06-02,COVID-19 Vaccine Janssen,75-79,M,68
2021-06-02,SPIKEVAX,75-79,M,99
2021-06-02,SPIKEVAX,75-79,Z,115
2021-06-02,VAXZEVRIA,75-79,M,1204
2021-06-02,VAXZEVRIA,75-79,Z,1653
2021-06-02,SPIKEVAX,75-79,Z,131
2021-06-02,VAXZEVRIA,75-79,Z,17
2021-06-02,Comirnaty,75-79,M,161
2021-06-02,Comirnaty,75-79,Z,261
2021-06-02,SPIKEVAX,75-79,M,85
2021-06-02,SPIKEVAX,80+,M,48
2021-06-02,Comirnaty,80+,M,97
2021-06-02,Comirnaty,80+,Z,197
2021-06-02,COVID-19 Vaccine Janssen,80+,M,34
2021-06-02,VAXZEVRIA,80+,Z,18
2021-06-02,VAXZEVRIA,80+,M,5
2021-06-02,SPIKEVAX,80+,Z,99
2021-06-02,Comirnaty,80+,Z,489
2021-06-02,Comirnaty,80+,M,204
2021-06-02,COVID-19 Vaccine Janssen,80+,Z,78
2021-06-02,VAXZEVRIA,80+,Z,1482
2021-06-02,VAXZEVRIA,80+,M,823
2021-06-02,SPIKEVAX,80+,Z,99
2021-06-02,SPIKEVAX,80+,M,35
2021-06-03,Comirnaty,12-15,Z,2
2021-06-03,Comirnaty,12-15,M,2
2021-06-03,Comirnaty,12-15,Z,5
2021-06-03,Comirnaty,12-15,M,1
2021-06-03,SPIKEVAX,12-15,Z,3
2021-06-03,SPIKEVAX,16-17,Z,7
2021-06-03,SPIKEVAX,16-17,M,8
2021-06-03,Comirnaty,16-17,M,24
2021-06-03,VAXZEVRIA,16-17,M,1
2021-06-03,Comirnaty,16-17,Z,23
2021-06-03,Comirnaty,16-17,Z,33
2021-06-03,Comirnaty,16-17,M,33
2021-06-03,Comirnaty,16-17,,1
2021-06-03,Comirnaty,18-24,Z,291
2021-06-03,COVID-19 Vaccine Janssen,18-24,Z,54
2021-06-03,COVID-19 Vaccine Janssen,18-24,M,58
2021-06-03,SPIKEVAX,18-24,M,4
2021-06-03,COVID-19 Vaccine Janssen,18-24,,1
2021-06-03,SPIKEVAX,18-24,Z,203
2021-06-03,SPIKEVAX,18-24,Z,15
2021-06-03,Comirnaty,18-24,M,212
2021-06-03,Comirnaty,18-24,M,260
2021-06-03,Comirnaty,18-24,,2
2021-06-03,Comirnaty,18-24,Z,353
2021-06-03,SPIKEVAX,18-24,M,222
2021-06-03,VAXZEVRIA,18-24,M,30
2021-06-03,VAXZEVRIA,18-24,Z,21
2021-06-03,VAXZEVRIA,18-24,M,8
2021-06-03,SPIKEVAX,25-29,Z,19
2021-06-03,Comirnaty,25-29,Z,222
2021-06-03,Comirnaty,25-29,M,303
2021-06-03,Comirnaty,25-29,,2
2021-06-03,Comirnaty,25-29,Z,438
2021-06-03,Comirnaty,25-29,M,272
2021-06-03,Comirnaty,25-29,,1
2021-06-03,COVID-19 Vaccine Janssen,25-29,Z,54
2021-06-03,COVID-19 Vaccine Janssen,25-29,M,73
2021-06-03,SPIKEVAX,25-29,Z,193
2021-06-03,SPIKEVAX,25-29,M,263
2021-06-03,SPIKEVAX,25-29,,3
2021-06-03,SPIKEVAX,25-29,M,23
2021-06-03,VAXZEVRIA,25-29,Z,7
2021-06-03,VAXZEVRIA,25-29,M,6
2021-06-03,VAXZEVRIA,25-29,Z,19
2021-06-03,VAXZEVRIA,25-29,M,46
2021-06-03,Comirnaty,30-34,M,4740
2021-06-03,Comirnaty,30-34,Z,3885
2021-06-03,VAXZEVRIA,30-34,Z,42
2021-06-03,SPIKEVAX,30-34,M,40
2021-06-03,SPIKEVAX,30-34,M,337
2021-06-03,Comirnaty,30-34,Z,466
2021-06-03,VAXZEVRIA,30-34,Z,6
2021-06-03,COVID-19 Vaccine Janssen,30-34,M,99
2021-06-03,SPIKEVAX,30-34,Z,294
2021-06-03,Comirnaty,30-34,,2
2021-06-03,COVID-19 Vaccine Janssen,30-34,Z,66
2021-06-03,SPIKEVAX,30-34,,1
2021-06-03,VAXZEVRIA,30-34,M,4
2021-06-03,VAXZEVRIA,30-34,,1
2021-06-03,VAXZEVRIA,30-34,M,72
2021-06-03,Comirnaty,30-34,M,367
2021-06-03,Comirnaty,30-34,,1
2021-06-03,SPIKEVAX,30-34,Z,26
2021-06-03,Comirnaty,30-34,,2
2021-06-03,VAXZEVRIA,35-39,M,72
2021-06-03,Comirnaty,35-39,,4
2021-06-03,Comirnaty,35-39,Z,731
2021-06-03,Comirnaty,35-39,M,479
2021-06-03,SPIKEVAX,35-39,M,32
2021-06-03,SPIKEVAX,35-39,Z,30
2021-06-03,Comirnaty,35-39,Z,6224
2021-06-03,Comirnaty,35-39,M,7206
2021-06-03,Comirnaty,35-39,,1
2021-06-03,VAXZEVRIA,35-39,Z,57
2021-06-03,VAXZEVRIA,35-39,M,14
2021-06-03,VAXZEVRIA,35-39,Z,16
2021-06-03,COVID-19 Vaccine Janssen,35-39,Z,78
2021-06-03,COVID-19 Vaccine Janssen,35-39,M,103
2021-06-03,SPIKEVAX,35-39,M,356
2021-06-03,SPIKEVAX,35-39,Z,333
2021-06-03,COVID-19 Vaccine Janssen,40-44,Z,108
2021-06-03,COVID-19 Vaccine Janssen,40-44,M,118
2021-06-03,Comirnaty,40-44,Z,4483
2021-06-03,Comirnaty,40-44,,2
2021-06-03,Comirnaty,40-44,Z,1087
2021-06-03,SPIKEVAX,40-44,Z,70
2021-06-03,SPIKEVAX,40-44,M,425
2021-06-03,VAXZEVRIA,40-44,M,125
2021-06-03,SPIKEVAX,40-44,M,54
2021-06-03,VAXZEVRIA,40-44,Z,12
2021-06-03,VAXZEVRIA,40-44,M,27
2021-06-03,VAXZEVRIA,40-44,,1
2021-06-03,Comirnaty,40-44,M,5349
2021-06-03,VAXZEVRIA,40-44,Z,105
2021-06-03,SPIKEVAX,40-44,Z,317
2021-06-03,Comirnaty,40-44,,1
2021-06-03,Comirnaty,40-44,M,742
2021-06-03,VAXZEVRIA,45-49,Z,10
2021-06-03,VAXZEVRIA,45-49,M,22
2021-06-03,Comirnaty,45-49,Z,1167
2021-06-03,Comirnaty,45-49,M,940
2021-06-03,Comirnaty,45-49,,1
2021-06-03,Comirnaty,45-49,,1
2021-06-03,Comirnaty,45-49,,1
2021-06-03,Comirnaty,45-49,M,3122
2021-06-03,COVID-19 Vaccine Janssen,45-49,Z,103
2021-06-03,COVID-19 Vaccine Janssen,45-49,M,123
2021-06-03,VAXZEVRIA,45-49,M,147
2021-06-03,VAXZEVRIA,45-49,Z,154
2021-06-03,Comirnaty,45-49,Z,2520
2021-06-03,SPIKEVAX,45-49,Z,304
2021-06-03,SPIKEVAX,45-49,M,356
2021-06-03,SPIKEVAX,45-49,Z,63
2021-06-03,SPIKEVAX,45-49,M,71
2021-06-03,Comirnaty,50-54,M,1468
2021-06-03,VAXZEVRIA,50-54,Z,206
2021-06-03,Comirnaty,50-54,Z,1279
2021-06-03,SPIKEVAX,50-54,Z,64
2021-06-03,SPIKEVAX,50-54,Z,264
2021-06-03,SPIKEVAX,50-54,M,309
2021-06-03,SPIKEVAX,50-54,M,62
2021-06-03,VAXZEVRIA,50-54,M,139
2021-06-03,COVID-19 Vaccine Janssen,50-54,M,116
2021-06-03,Comirnaty,50-54,Z,960
2021-06-03,Comirnaty,50-54,M,1042
2021-06-03,Comirnaty,50-54,,1
2021-06-03,VAXZEVRIA,50-54,M,19
2021-06-03,VAXZEVRIA,50-54,Z,17
2021-06-03,COVID-19 Vaccine Janssen,50-54,Z,102
2021-06-03,Comirnaty,55-59,,1
2021-06-03,Comirnaty,55-59,Z,1070
2021-06-03,Comirnaty,55-59,Z,1047
2021-06-03,Comirnaty,55-59,M,1281
2021-06-03,SPIKEVAX,55-59,Z,78
2021-06-03,SPIKEVAX,55-59,M,80
2021-06-03,VAXZEVRIA,55-59,M,25
2021-06-03,VAXZEVRIA,55-59,Z,11
2021-06-03,SPIKEVAX,55-59,Z,261
2021-06-03,SPIKEVAX,55-59,M,283
2021-06-03,Comirnaty,55-59,M,1165
2021-06-03,COVID-19 Vaccine Janssen,55-59,M,138
2021-06-03,Comirnaty,55-59,,1
2021-06-03,VAXZEVRIA,55-59,Z,234
2021-06-03,VAXZEVRIA,55-59,M,181
2021-06-03,VAXZEVRIA,55-59,,1
2021-06-03,COVID-19 Vaccine Janssen,55-59,Z,108
2021-06-03,Comirnaty,60-64,,1
2021-06-03,COVID-19 Vaccine Janssen,60-64,M,194
2021-06-03,COVID-19 Vaccine Janssen,60-64,Z,154
2021-06-03,SPIKEVAX,60-64,Z,287
2021-06-03,SPIKEVAX,60-64,M,326
2021-06-03,VAXZEVRIA,60-64,Z,220
2021-06-03,VAXZEVRIA,60-64,M,198
2021-06-03,Comirnaty,60-64,M,1530
2021-06-03,Comirnaty,60-64,Z,1289
2021-06-03,SPIKEVAX,60-64,Z,122
2021-06-03,SPIKEVAX,60-64,M,99
2021-06-03,Comirnaty,60-64,Z,813
2021-06-03,Comirnaty,60-64,M,844
2021-06-03,VAXZEVRIA,60-64,M,30
2021-06-03,VAXZEVRIA,60-64,Z,28
2021-06-03,SPIKEVAX,65-69,M,305
2021-06-03,SPIKEVAX,65-69,Z,329
2021-06-03,Comirnaty,65-69,,1
2021-06-03,VAXZEVRIA,65-69,M,429
2021-06-03,VAXZEVRIA,65-69,Z,446
2021-06-03,VAXZEVRIA,65-69,M,36
2021-06-03,Comirnaty,65-69,M,664
2021-06-03,Comirnaty,65-69,Z,697
2021-06-03,VAXZEVRIA,65-69,Z,38
2021-06-03,COVID-19 Vaccine Janssen,65-69,M,203
2021-06-03,COVID-19 Vaccine Janssen,65-69,Z,169
2021-06-03,SPIKEVAX,65-69,Z,473
2021-06-03,SPIKEVAX,65-69,M,438
2021-06-03,Comirnaty,65-69,Z,11414
2021-06-03,Comirnaty,65-69,M,9093
2021-06-03,SPIKEVAX,70-74,Z,306
2021-06-03,Comirnaty,70-74,Z,3133
2021-06-03,Comirnaty,70-74,M,2590
2021-06-03,COVID-19 Vaccine Janssen,70-74,Z,144
2021-06-03,COVID-19 Vaccine Janssen,70-74,M,139
2021-06-03,Comirnaty,70-74,M,375
2021-06-03,Comirnaty,70-74,Z,447
2021-06-03,SPIKEVAX,70-74,Z,220
2021-06-03,SPIKEVAX,70-74,M,183
2021-06-03,SPIKEVAX,70-74,M,209
2021-06-03,VAXZEVRIA,70-74,Z,21
2021-06-03,VAXZEVRIA,70-74,M,23
2021-06-03,VAXZEVRIA,70-74,Z,1763
2021-06-03,VAXZEVRIA,70-74,M,1512
2021-06-03,SPIKEVAX,75-79,Z,155
2021-06-03,SPIKEVAX,75-79,Z,127
2021-06-03,VAXZEVRIA,75-79,M,13
2021-06-03,SPIKEVAX,75-79,M,85
2021-06-03,Comirnaty,75-79,Z,234
2021-06-03,COVID-19 Vaccine Janssen,75-79,M,77
2021-06-03,COVID-19 Vaccine Janssen,75-79,Z,83
2021-06-03,Comirnaty,75-79,M,198
2021-06-03,Comirnaty,75-79,,1
2021-06-03,Comirnaty,75-79,M,729
2021-06-03,Comirnaty,75-79,Z,963
2021-06-03,VAXZEVRIA,75-79,Z,16
2021-06-03,VAXZEVRIA,75-79,Z,1719
2021-06-03,VAXZEVRIA,75-79,M,1321
2021-06-03,SPIKEVAX,75-79,M,116
2021-06-03,Comirnaty,80+,M,92
2021-06-03,VAXZEVRIA,80+,Z,1441
2021-06-03,VAXZEVRIA,80+,M,813
2021-06-03,Comirnaty,80+,,1
2021-06-03,Comirnaty,80+,M,238
2021-06-03,Comirnaty,80+,Z,490
2021-06-03,VAXZEVRIA,80+,M,16
2021-06-03,SPIKEVAX,80+,M,33
2021-06-03,SPIKEVAX,80+,Z,123
2021-06-03,COVID-19 Vaccine Janssen,80+,M,39
2021-06-03,VAXZEVRIA,80+,,1
2021-06-03,SPIKEVAX,80+,Z,139
2021-06-03,SPIKEVAX,80+,M,49
2021-06-03,COVID-19 Vaccine Janssen,80+,Z,96
2021-06-03,Comirnaty,80+,Z,158
2021-06-03,VAXZEVRIA,80+,Z,27
2021-06-04,Comirnaty,12-15,M,16
2021-06-04,Comirnaty,12-15,M,3
2021-06-04,Comirnaty,12-15,Z,2
2021-06-04,Comirnaty,12-15,Z,26
2021-06-04,SPIKEVAX,16-17,Z,18
2021-06-04,SPIKEVAX,16-17,M,27
2021-06-04,Comirnaty,16-17,Z,23
2021-06-04,Comirnaty,16-17,Z,193
2021-06-04,Comirnaty,16-17,M,20
2021-06-04,Comirnaty,16-17,M,172
2021-06-04,SPIKEVAX,16-17,Z,2
2021-06-04,SPIKEVAX,18-24,M,4
2021-06-04,Comirnaty,18-24,Z,601
2021-06-04,Comirnaty,18-24,M,709
2021-06-04,Comirnaty,18-24,,1
2021-06-04,Comirnaty,18-24,,8
2021-06-04,SPIKEVAX,18-24,Z,12
2021-06-04,Comirnaty,18-24,Z,455
2021-06-04,Comirnaty,18-24,M,315
2021-06-04,VAXZEVRIA,18-24,M,22
2021-06-04,VAXZEVRIA,18-24,Z,50
2021-06-04,COVID-19 Vaccine Janssen,18-24,Z,112
2021-06-04,COVID-19 Vaccine Janssen,18-24,M,131
2021-06-04,COVID-19 Vaccine Janssen,18-24,,1
2021-06-04,VAXZEVRIA,18-24,M,12
2021-06-04,VAXZEVRIA,18-24,Z,3
2021-06-04,SPIKEVAX,18-24,Z,412
2021-06-04,SPIKEVAX,18-24,M,451
2021-06-04,SPIKEVAX,25-29,M,11
2021-06-04,VAXZEVRIA,25-29,M,31
2021-06-04,VAXZEVRIA,25-29,Z,66
2021-06-04,COVID-19 Vaccine Janssen,25-29,Z,83
2021-06-04,SPIKEVAX,25-29,M,378
2021-06-04,SPIKEVAX,25-29,Z,309
2021-06-04,Comirnaty,25-29,Z,508
2021-06-04,VAXZEVRIA,25-29,Z,10
2021-06-04,SPIKEVAX,25-29,Z,9
2021-06-04,Comirnaty,25-29,,1
2021-06-04,VAXZEVRIA,25-29,M,17
2021-06-04,Comirnaty,25-29,Z,613
2021-06-04,Comirnaty,25-29,M,407
2021-06-04,Comirnaty,25-29,,2
2021-06-04,COVID-19 Vaccine Janssen,25-29,,1
2021-06-04,COVID-19 Vaccine Janssen,25-29,M,134
2021-06-04,Comirnaty,25-29,M,660
2021-06-04,SPIKEVAX,30-34,Z,14
2021-06-04,VAXZEVRIA,30-34,Z,8
2021-06-04,COVID-19 Vaccine Janssen,30-34,M,115
2021-06-04,COVID-19 Vaccine Janssen,30-34,Z,79
2021-06-04,VAXZEVRIA,30-34,Z,72
2021-06-04,SPIKEVAX,30-34,,1
2021-06-04,SPIKEVAX,30-34,Z,294
2021-06-04,Comirnaty,30-34,Z,744
2021-06-04,Comirnaty,30-34,M,587
2021-06-04,SPIKEVAX,30-34,,1
2021-06-04,SPIKEVAX,30-34,M,355
2021-06-04,Comirnaty,30-34,,5
2021-06-04,VAXZEVRIA,30-34,M,8
2021-06-04,VAXZEVRIA,30-34,M,46
2021-06-04,Comirnaty,30-34,,1
2021-06-04,Comirnaty,30-34,M,4805
2021-06-04,Comirnaty,30-34,Z,4098
2021-06-04,SPIKEVAX,30-34,M,17
2021-06-04,Comirnaty,35-39,Z,6146
2021-06-04,VAXZEVRIA,35-39,M,68
2021-06-04,VAXZEVRIA,35-39,Z,131
2021-06-04,Comirnaty,35-39,Z,1089
2021-06-04,Comirnaty,35-39,M,668
2021-06-04,SPIKEVAX,35-39,Z,17
2021-06-04,COVID-19 Vaccine Janssen,35-39,Z,87
2021-06-04,COVID-19 Vaccine Janssen,35-39,M,139
2021-06-04,VAXZEVRIA,35-39,M,15
2021-06-04,VAXZEVRIA,35-39,Z,7
2021-06-04,SPIKEVAX,35-39,M,7
2021-06-04,SPIKEVAX,35-39,Z,355
2021-06-04,SPIKEVAX,35-39,M,420
2021-06-04,SPIKEVAX,35-39,,1
2021-06-04,Comirnaty,35-39,M,6737
2021-06-04,Comirnaty,35-39,,1
2021-06-04,Comirnaty,40-44,Z,1599
2021-06-04,COVID-19 Vaccine Janssen,40-44,M,161
2021-06-04,SPIKEVAX,40-44,M,429
2021-06-04,VAXZEVRIA,40-44,Z,221
2021-06-04,SPIKEVAX,40-44,Z,384
2021-06-04,Comirnaty,40-44,Z,5879
2021-06-04,VAXZEVRIA,40-44,,1
2021-06-04,SPIKEVAX,40-44,M,36
2021-06-04,VAXZEVRIA,40-44,M,113
2021-06-04,SPIKEVAX,40-44,Z,58
2021-06-04,VAXZEVRIA,40-44,Z,11
2021-06-04,VAXZEVRIA,40-44,M,12
2021-06-04,Comirnaty,40-44,M,6282
2021-06-04,Comirnaty,40-44,M,1012
2021-06-04,Comirnaty,40-44,,2
2021-06-04,COVID-19 Vaccine Janssen,40-44,Z,119
2021-06-04,SPIKEVAX,45-49,M,410
2021-06-04,Comirnaty,45-49,,1
2021-06-04,Comirnaty,45-49,M,1276
2021-06-04,COVID-19 Vaccine Janssen,45-49,Z,129
2021-06-04,COVID-19 Vaccine Janssen,45-49,M,156
2021-06-04,Comirnaty,45-49,Z,1480
2021-06-04,Comirnaty,45-49,Z,3048
2021-06-04,SPIKEVAX,45-49,Z,317
2021-06-04,SPIKEVAX,45-49,M,42
2021-06-04,SPIKEVAX,45-49,Z,46
2021-06-04,Comirnaty,45-49,M,3463
2021-06-04,VAXZEVRIA,45-49,Z,302
2021-06-04,VAXZEVRIA,45-49,M,134
2021-06-04,Comirnaty,45-49,,1
2021-06-04,VAXZEVRIA,45-49,M,5
2021-06-04,VAXZEVRIA,45-49,Z,5
2021-06-04,VAXZEVRIA,50-54,M,139
2021-06-04,SPIKEVAX,50-54,Z,250
2021-06-04,Comirnaty,50-54,Z,1454
2021-06-04,Comirnaty,50-54,M,1605
2021-06-04,Comirnaty,50-54,,1
2021-06-04,VAXZEVRIA,50-54,,1
2021-06-04,VAXZEVRIA,50-54,M,8
2021-06-04,VAXZEVRIA,50-54,Z,6
2021-06-04,Comirnaty,50-54,Z,1244
2021-06-04,Comirnaty,50-54,M,1344
2021-06-04,SPIKEVAX,50-54,Z,40
2021-06-04,COVID-19 Vaccine Janssen,50-54,M,143
2021-06-04,SPIKEVAX,50-54,M,44
2021-06-04,COVID-19 Vaccine Janssen,50-54,Z,104
2021-06-04,SPIKEVAX,50-54,M,354
2021-06-04,VAXZEVRIA,50-54,Z,231
2021-06-04,Comirnaty,55-59,,1
2021-06-04,Comirnaty,55-59,Z,1155
2021-06-04,Comirnaty,55-59,M,1130
2021-06-04,Comirnaty,55-59,,1
2021-06-04,Comirnaty,55-59,Z,1332
2021-06-04,Comirnaty,55-59,M,1457
2021-06-04,COVID-19 Vaccine Janssen,55-59,Z,119
2021-06-04,COVID-19 Vaccine Janssen,55-59,M,159
2021-06-04,SPIKEVAX,55-59,Z,261
2021-06-04,SPIKEVAX,55-59,M,315
2021-06-04,SPIKEVAX,55-59,Z,52
2021-06-04,SPIKEVAX,55-59,M,56
2021-06-04,VAXZEVRIA,55-59,Z,6
2021-06-04,VAXZEVRIA,55-59,M,7
2021-06-04,VAXZEVRIA,55-59,Z,279
2021-06-04,VAXZEVRIA,55-59,M,185
2021-06-04,VAXZEVRIA,60-64,Z,14
2021-06-04,SPIKEVAX,60-64,Z,269
2021-06-04,SPIKEVAX,60-64,M,352
2021-06-04,COVID-19 Vaccine Janssen,60-64,Z,140
2021-06-04,COVID-19 Vaccine Janssen,60-64,M,187
2021-06-04,VAXZEVRIA,60-64,,1
2021-06-04,Comirnaty,60-64,Z,737
2021-06-04,VAXZEVRIA,60-64,Z,260
2021-06-04,Comirnaty,60-64,M,689
2021-06-04,SPIKEVAX,60-64,M,79
2021-06-04,SPIKEVAX,60-64,Z,66
2021-06-04,VAXZEVRIA,60-64,M,245
2021-06-04,Comirnaty,60-64,Z,1437
2021-06-04,Comirnaty,60-64,M,1517
2021-06-04,VAXZEVRIA,60-64,M,15
2021-06-04,Comirnaty,65-69,Z,480
2021-06-04,SPIKEVAX,65-69,Z,316
2021-06-04,VAXZEVRIA,65-69,Z,439
2021-06-04,VAXZEVRIA,65-69,M,418
2021-06-04,SPIKEVAX,65-69,M,255
2021-06-04,COVID-19 Vaccine Janssen,65-69,M,181
2021-06-04,COVID-19 Vaccine Janssen,65-69,Z,159
2021-06-04,SPIKEVAX,65-69,Z,257
2021-06-04,Comirnaty,65-69,,1
2021-06-04,VAXZEVRIA,65-69,Z,13
2021-06-04,VAXZEVRIA,65-69,M,12
2021-06-04,SPIKEVAX,65-69,M,264
2021-06-04,Comirnaty,65-69,M,7145
2021-06-04,Comirnaty,65-69,Z,9264
2021-06-04,Comirnaty,65-69,,1
2021-06-04,Comirnaty,65-69,M,393
2021-06-04,Comirnaty,70-74,M,2186
2021-06-04,VAXZEVRIA,70-74,M,1201
2021-06-04,VAXZEVRIA,70-74,Z,11
2021-06-04,VAXZEVRIA,70-74,M,8
2021-06-04,Comirnaty,70-74,M,222
2021-06-04,SPIKEVAX,70-74,Z,205
2021-06-04,Comirnaty,70-74,Z,282
2021-06-04,VAXZEVRIA,70-74,Z,1493
2021-06-04,SPIKEVAX,70-74,M,110
2021-06-04,COVID-19 Vaccine Janssen,70-74,M,154
2021-06-04,COVID-19 Vaccine Janssen,70-74,Z,127
2021-06-04,SPIKEVAX,70-74,Z,139
2021-06-04,SPIKEVAX,70-74,M,195
2021-06-04,Comirnaty,70-74,Z,2791
2021-06-04,Comirnaty,75-79,Z,922
2021-06-04,COVID-19 Vaccine Janssen,75-79,Z,115
2021-06-04,SPIKEVAX,75-79,Z,143
2021-06-04,SPIKEVAX,75-79,M,87
2021-06-04,SPIKEVAX,75-79,M,51
2021-06-04,SPIKEVAX,75-79,Z,73
2021-06-04,Comirnaty,75-79,M,112
2021-06-04,Comirnaty,75-79,Z,165
2021-06-04,COVID-19 Vaccine Janssen,75-79,M,80
2021-06-04,VAXZEVRIA,75-79,M,1123
2021-06-04,VAXZEVRIA,75-79,Z,9
2021-06-04,VAXZEVRIA,75-79,M,6
2021-06-04,VAXZEVRIA,75-79,Z,1518
2021-06-04,Comirnaty,75-79,M,659
2021-06-04,Comirnaty,80+,M,211
2021-06-04,COVID-19 Vaccine Janssen,80+,Z,93
2021-06-04,SPIKEVAX,80+,Z,50
2021-06-04,SPIKEVAX,80+,M,22
2021-06-04,Comirnaty,80+,Z,454
2021-06-04,VAXZEVRIA,80+,Z,10
2021-06-04,VAXZEVRIA,80+,M,7
2021-06-04,SPIKEVAX,80+,Z,122
2021-06-04,Comirnaty,80+,M,44
2021-06-04,Comirnaty,80+,Z,104
2021-06-04,SPIKEVAX,80+,M,52
2021-06-04,VAXZEVRIA,80+,Z,982
2021-06-04,VAXZEVRIA,80+,M,518
2021-06-04,COVID-19 Vaccine Janssen,80+,M,43
2021-06-05,Comirnaty,12-15,Z,2
2021-06-05,Comirnaty,12-15,M,4
2021-06-05,Comirnaty,12-15,M,1
2021-06-05,Comirnaty,12-15,Z,7
2021-06-05,Comirnaty,16-17,M,19
2021-06-05,SPIKEVAX,16-17,Z,8
2021-06-05,SPIKEVAX,16-17,M,8
2021-06-05,Comirnaty,16-17,Z,149
2021-06-05,Comirnaty,16-17,M,124
2021-06-05,Comirnaty,16-17,Z,13
2021-06-05,VAXZEVRIA,18-24,Z,3
2021-06-05,VAXZEVRIA,18-24,Z,1
2021-06-05,SPIKEVAX,18-24,M,2
2021-06-05,Comirnaty,18-24,M,876
2021-06-05,Comirnaty,18-24,,1
2021-06-05,Comirnaty,18-24,M,103
2021-06-05,Comirnaty,18-24,Z,162
2021-06-05,VAXZEVRIA,18-24,M,6
2021-06-05,Comirnaty,18-24,Z,792
2021-06-05,SPIKEVAX,18-24,Z,3
2021-06-05,SPIKEVAX,18-24,M,53
2021-06-05,SPIKEVAX,18-24,Z,46
2021-06-05,COVID-19 Vaccine Janssen,18-24,,1
2021-06-05,COVID-19 Vaccine Janssen,18-24,M,13
2021-06-05,COVID-19 Vaccine Janssen,18-24,Z,8
2021-06-05,Comirnaty,25-29,M,129
2021-06-05,VAXZEVRIA,25-29,Z,14
2021-06-05,VAXZEVRIA,25-29,M,6
2021-06-05,COVID-19 Vaccine Janssen,25-29,M,9
2021-06-05,COVID-19 Vaccine Janssen,25-29,Z,2
2021-06-05,SPIKEVAX,25-29,M,1
2021-06-05,SPIKEVAX,25-29,Z,2
2021-06-05,Comirnaty,25-29,Z,210
2021-06-05,Comirnaty,25-29,M,737
2021-06-05,SPIKEVAX,25-29,M,39
2021-06-05,SPIKEVAX,25-29,Z,35
2021-06-05,Comirnaty,25-29,Z,719
2021-06-05,VAXZEVRIA,30-34,Z,17
2021-06-05,Comirnaty,30-34,Z,3012
2021-06-05,Comirnaty,30-34,M,3313
2021-06-05,Comirnaty,30-34,,1
2021-06-05,Comirnaty,30-34,,4
2021-06-05,Comirnaty,30-34,Z,196
2021-06-05,Comirnaty,30-34,M,130
2021-06-05,Comirnaty,30-34,,2
2021-06-05,COVID-19 Vaccine Janssen,30-34,Z,4
2021-06-05,COVID-19 Vaccine Janssen,30-34,M,9
2021-06-05,SPIKEVAX,30-34,Z,33
2021-06-05,SPIKEVAX,30-34,M,36
2021-06-05,SPIKEVAX,30-34,Z,2
2021-06-05,SPIKEVAX,30-34,M,3
2021-06-05,SPIKEVAX,30-34,,1
2021-06-05,VAXZEVRIA,30-34,,1
2021-06-05,VAXZEVRIA,30-34,M,10
2021-06-05,SPIKEVAX,35-39,M,41
2021-06-05,SPIKEVAX,35-39,M,1
2021-06-05,VAXZEVRIA,35-39,M,9
2021-06-05,VAXZEVRIA,35-39,Z,22
2021-06-05,Comirnaty,35-39,Z,4384
2021-06-05,Comirnaty,35-39,M,4772
2021-06-05,Comirnaty,35-39,,1
2021-06-05,Comirnaty,35-39,M,140
2021-06-05,Comirnaty,35-39,Z,218
