Datum,Kraj,incidence 7,incidence 14,incidence 7 na 100 000,incidence 14 na 100 000
2021-04-04,Jihočeský kraj,2806,6788,436.018,1054.773
2021-04-04,Plzeňský kraj,1704,4340,288.305,734.298
2021-04-04,Karlovarský kraj,370,879,126.146,299.682
2021-04-04,Ústecký kraj,3652,8839,446.999,1081.88
2021-04-04,Liberecký kraj,1705,4254,385.332,961.408
2021-04-04,Královéhradecký kraj,1041,2690,188.997,488.378
2021-04-04,Pardubický kraj,2260,5143,432.241,983.636
2021-04-04,Kraj Vysočina,2158,4942,424.092,971.206
2021-04-04,Jihomoravský kraj,4057,9113,339.405,762.386
2021-04-04,Olomoucký kraj,2399,5079,380.478,805.523
2021-04-04,Zlínský kraj,2317,4651,399.401,801.732
2021-04-04,Moravskoslezský kraj,4080,9034,342.043,757.356
2021-04-04,,61,139,,
2021-04-05,Hlavní město Praha,3190,7952,238.936,595.618
2021-04-05,Středočeský kraj,4053,11025,289.915,788.628
2021-04-05,Jihočeský kraj,2489,6321,386.76,982.207
2021-04-05,Plzeňský kraj,1388,3891,234.84,658.33
2021-04-05,Karlovarský kraj,352,856,120.009,291.84
2021-04-05,Ústecký kraj,3174,8261,388.493,1011.133
2021-04-05,Liberecký kraj,1359,3734,307.135,843.888
2021-04-05,Královéhradecký kraj,867,2454,157.407,445.531
2021-04-05,Pardubický kraj,1929,4693,368.935,897.57
2021-04-05,Kraj Vysočina,2042,4711,401.295,925.809
2021-04-05,Jihomoravský kraj,3368,8379,281.764,700.98
2021-04-05,Olomoucký kraj,1692,4539,268.349,719.88
2021-04-05,Zlínský kraj,2143,4517,369.407,778.633
2021-04-05,Moravskoslezský kraj,3448,8283,289.06,694.397
2021-04-05,,48,126,,
2021-04-06,Hlavní město Praha,2899,7397,217.14,554.048
2021-04-06,Středočeský kraj,3555,10068,254.292,720.173
2021-04-06,Jihočeský kraj,2128,5793,330.665,900.162
2021-04-06,Plzeňský kraj,1252,3604,211.83,609.772
2021-04-06,Karlovarský kraj,283,766,96.485,261.156
2021-04-06,Ústecký kraj,2827,7664,346.02,938.062
2021-04-06,Liberecký kraj,1252,3462,282.953,782.415
2021-04-06,Královéhradecký kraj,771,2224,139.977,403.774
2021-04-06,Pardubický kraj,1814,4405,346.941,842.488
2021-04-06,Kraj Vysočina,1844,4395,362.384,863.709
2021-04-06,Jihomoravský kraj,2999,7846,250.894,656.389
2021-04-06,Olomoucký kraj,1721,4379,272.948,694.504
2021-04-06,Zlínský kraj,1783,4197,307.351,723.472
2021-04-06,Moravskoslezský kraj,3322,8032,278.496,673.354
2021-04-06,,44,120,,
2021-04-07,Hlavní město Praha,2811,7249,210.549,542.962
2021-04-07,Středočeský kraj,3573,9759,255.58,698.07
2021-04-07,Jihočeský kraj,2213,5646,343.873,877.32
2021-04-07,Plzeňský kraj,1164,3304,196.941,559.014
2021-04-07,Karlovarský kraj,232,690,79.097,235.245
2021-04-07,Ústecký kraj,2793,7397,341.859,905.381
2021-04-07,Liberecký kraj,1234,3259,278.885,736.537
2021-04-07,Královéhradecký kraj,727,2090,131.989,379.446
2021-04-07,Pardubický kraj,1856,4384,354.973,838.472
2021-04-07,Kraj Vysočina,1806,4361,354.917,857.027
2021-04-07,Jihomoravský kraj,3007,7869,251.563,658.314
2021-04-07,Olomoucký kraj,1680,4241,266.446,672.617
2021-04-07,Zlínský kraj,1884,4272,324.761,736.401
2021-04-07,Moravskoslezský kraj,3257,7914,273.047,663.462
2021-04-07,,44,114,,
2021-04-08,Hlavní město Praha,2775,6875,207.852,514.949
2021-04-08,Středočeský kraj,3440,9209,246.066,658.728
2021-04-08,Jihočeský kraj,2177,5371,338.279,834.588
2021-04-08,Plzeňský kraj,1048,3142,177.314,531.604
2021-04-08,Karlovarský kraj,272,712,92.734,242.746
2021-04-08,Ústecký kraj,2801,7056,342.838,863.643
2021-04-08,Liberecký kraj,1185,3160,267.811,714.163
2021-04-08,Královéhradecký kraj,717,1988,130.174,360.928
2021-04-08,Pardubický kraj,1678,4128,320.93,789.51
2021-04-08,Kraj Vysočina,1705,4212,335.068,827.746
2021-04-08,Jihomoravský kraj,2813,7457,235.333,623.846
2021-04-08,Olomoucký kraj,1738,4365,275.645,692.284
2021-04-08,Zlínský kraj,1779,4297,306.661,740.71
2021-04-08,Moravskoslezský kraj,3155,7819,264.496,655.498
2021-04-08,,38,110,,
2021-04-09,Hlavní město Praha,2683,6538,200.961,489.707
2021-04-09,Středočeský kraj,3472,8524,248.355,609.729
2021-04-09,Jihočeský kraj,2265,5188,351.953,806.152
2021-04-09,Plzeňský kraj,1075,2860,181.882,483.892
2021-04-09,Karlovarský kraj,262,667,89.325,227.404
2021-04-09,Ústecký kraj,2886,6692,353.242,819.09
2021-04-09,Liberecký kraj,1255,3001,283.631,678.229
2021-04-09,Královéhradecký kraj,699,1826,126.906,331.516
2021-04-09,Pardubický kraj,1771,4006,338.717,766.177
2021-04-09,Kraj Vysočina,1808,4036,355.31,793.158
2021-04-09,Jihomoravský kraj,2930,7290,245.121,609.875
2021-04-09,Olomoucký kraj,1891,4403,299.91,698.31
2021-04-09,Zlínský kraj,1827,4257,314.935,733.815
2021-04-09,Moravskoslezský kraj,3446,7612,288.892,638.144
2021-04-09,,38,105,,
2021-04-10,Hlavní město Praha,2688,6328,201.336,473.978
2021-04-10,Středočeský kraj,3454,8215,247.068,587.626
2021-04-10,Jihočeský kraj,2339,5095,363.452,791.701
2021-04-10,Plzeňský kraj,1090,2802,184.42,474.079
2021-04-10,Karlovarský kraj,265,646,90.348,220.244
2021-04-10,Ústecký kraj,2765,6506,338.432,796.324
2021-04-10,Liberecký kraj,1215,2885,274.591,652.013
2021-04-10,Královéhradecký kraj,683,1745,124.001,316.81
2021-04-10,Pardubický kraj,1706,3947,326.285,754.892
2021-04-10,Kraj Vysočina,1861,3970,365.725,780.188
2021-04-10,Jihomoravský kraj,2971,7051,248.551,589.88
2021-04-10,Olomoucký kraj,1931,4319,306.254,684.988
2021-04-10,Zlínský kraj,1886,4193,325.106,722.783
2021-04-10,Moravskoslezský kraj,3474,7439,291.239,623.641
2021-04-10,,38,102,,
2021-04-11,Hlavní město Praha,2581,6241,193.321,467.461
2021-04-11,Středočeský kraj,3323,8114,237.697,580.402
2021-04-11,Jihočeský kraj,2255,5061,350.4,786.418
2021-04-11,Plzeňský kraj,1053,2757,178.16,466.465
2021-04-11,Karlovarský kraj,276,646,94.098,220.244
2021-04-11,Ústecký kraj,2715,6367,332.312,779.311
2021-04-11,Liberecký kraj,1144,2849,258.545,643.877
2021-04-11,Královéhradecký kraj,679,1720,123.275,312.271
2021-04-11,Pardubický kraj,1667,3927,318.826,751.067
2021-04-11,Kraj Vysočina,1789,3947,351.576,775.668
2021-04-11,Jihomoravský kraj,2904,6961,242.946,582.351
2021-04-11,Olomoucký kraj,1878,4277,297.848,678.327
2021-04-11,Zlínský kraj,1823,4140,314.246,713.647
2021-04-11,Moravskoslezský kraj,3297,7377,276.401,618.443
2021-04-11,,38,99,,
2021-04-12,Hlavní město Praha,2734,5924,204.781,443.717
2021-04-12,Středočeský kraj,3535,7588,252.862,542.777
2021-04-12,Jihočeský kraj,2343,4832,364.074,750.834
2021-04-12,Plzeňský kraj,1204,2592,203.708,438.548
2021-04-12,Karlovarský kraj,290,642,98.871,218.88
2021-04-12,Ústecký kraj,2978,6152,364.502,752.995
2021-04-12,Liberecký kraj,1322,2681,298.773,605.909
2021-04-12,Královéhradecký kraj,650,1517,118.01,275.416
2021-04-12,Pardubický kraj,1796,3725,343.498,712.433
2021-04-12,Kraj Vysočina,1869,3911,367.297,768.593
2021-04-12,Jihomoravský kraj,3172,6540,265.367,547.131
2021-04-12,Olomoucký kraj,2254,3946,357.482,625.831
2021-04-12,Zlínský kraj,1912,4055,329.588,698.995
2021-04-12,Moravskoslezský kraj,3764,7212,315.551,604.611
2021-04-12,,42,90,,
2021-04-13,Hlavní město Praha,2714,5613,203.283,420.423
2021-04-13,Středočeský kraj,3355,6910,239.986,494.279
2021-04-13,Jihočeský kraj,2372,4500,368.58,699.245
2021-04-13,Plzeňský kraj,1101,2353,186.281,398.111
2021-04-13,Karlovarský kraj,344,627,117.282,213.766
2021-04-13,Ústecký kraj,2909,5736,356.057,702.077
2021-04-13,Liberecký kraj,1225,2477,276.851,559.804
2021-04-13,Královéhradecký kraj,620,1391,112.563,252.54
2021-04-13,Pardubický kraj,1732,3546,331.258,678.198
2021-04-13,Kraj Vysočina,1953,3797,383.805,746.189
2021-04-13,Jihomoravský kraj,3134,6133,262.188,513.081
2021-04-13,Olomoucký kraj,2112,3833,334.961,607.909
2021-04-13,Zlínský kraj,2134,3917,367.856,675.206
2021-04-13,Moravskoslezský kraj,3606,6928,302.305,580.802
2021-04-13,,38,82,,
2021-04-14,Hlavní město Praha,2433,5244,182.236,392.784
2021-04-14,Středočeský kraj,2894,6467,207.01,462.59
2021-04-14,Jihočeský kraj,1998,4211,310.465,654.338
2021-04-14,Plzeňský kraj,928,2092,157.011,353.952
2021-04-14,Karlovarský kraj,276,508,94.098,173.195
2021-04-14,Ústecký kraj,2613,5406,319.827,661.686
2021-04-14,Liberecký kraj,1062,2296,240.013,518.898
2021-04-14,Královéhradecký kraj,577,1304,104.756,236.745
2021-04-14,Pardubický kraj,1456,3312,278.471,633.444
2021-04-14,Kraj Vysočina,1769,3575,347.645,702.562
2021-04-14,Jihomoravský kraj,2627,5634,219.772,471.335
2021-04-14,Olomoucký kraj,2032,3712,322.273,588.719
2021-04-14,Zlínský kraj,1902,3786,327.864,652.625
2021-04-14,Moravskoslezský kraj,3408,6665,285.706,558.753
2021-04-14,,35,79,,
2021-04-15,Hlavní město Praha,2272,5047,170.177,378.029
2021-04-15,Středočeský kraj,2725,6165,194.922,440.988
2021-04-15,Jihočeský kraj,1861,4038,289.177,627.456
2021-04-15,Plzeňský kraj,822,1870,139.077,316.391
2021-04-15,Karlovarský kraj,248,520,84.552,177.286
2021-04-15,Ústecký kraj,2415,5216,295.592,638.43
2021-04-15,Liberecký kraj,934,2119,211.085,478.896
2021-04-15,Královéhradecký kraj,513,1230,93.137,223.31
2021-04-15,Pardubický kraj,1358,3036,259.727,580.657
2021-04-15,Kraj Vysočina,1705,3410,335.068,670.136
2021-04-15,Jihomoravský kraj,2474,5287,206.973,442.306
2021-04-15,Olomoucký kraj,1722,3460,273.107,548.752
2021-04-15,Zlínský kraj,1766,3545,304.42,611.082
2021-04-15,Moravskoslezský kraj,3143,6298,263.49,527.986
2021-04-15,,34,72,,
2021-04-16,Hlavní město Praha,2170,4853,162.537,363.498
2021-04-16,Středočeský kraj,2576,6048,184.264,432.619
2021-04-16,Jihočeský kraj,1707,3972,265.247,617.201
2021-04-16,Plzeňský kraj,760,1835,128.587,310.469
2021-04-16,Karlovarský kraj,215,477,73.301,162.626
2021-04-16,Ústecký kraj,2287,5173,279.925,633.167
2021-04-16,Liberecký kraj,851,2106,192.327,475.958
2021-04-16,Královéhradecký kraj,482,1181,87.509,214.414
2021-04-16,Pardubický kraj,1210,2981,231.421,570.138
2021-04-16,Kraj Vysočina,1540,3348,302.642,657.952
2021-04-16,Jihomoravský kraj,2228,5158,186.393,431.514
2021-04-16,Olomoucký kraj,1607,3498,254.868,554.778
2021-04-16,Zlínský kraj,1715,3542,295.629,610.564
2021-04-16,Moravskoslezský kraj,3005,6451,251.921,540.813
2021-04-16,,30,68,,
2021-04-17,Hlavní město Praha,2094,4782,156.844,358.18
2021-04-17,Středočeský kraj,2484,5938,177.683,424.751
2021-04-17,Jihočeský kraj,1654,3993,257.011,620.464
2021-04-17,Plzeňský kraj,739,1829,125.034,309.454
2021-04-17,Karlovarský kraj,213,478,72.619,162.967
2021-04-17,Ústecký kraj,2223,4988,272.092,610.523
2021-04-17,Liberecký kraj,824,2039,186.225,460.816
2021-04-17,Královéhradecký kraj,464,1147,84.241,208.241
2021-04-17,Pardubický kraj,1212,2918,231.804,558.089
2021-04-17,Kraj Vysočina,1405,3266,276.112,641.837
2021-04-17,Jihomoravský kraj,2200,5171,184.05,432.601
2021-04-17,Olomoucký kraj,1588,3519,251.855,558.109
2021-04-17,Zlínský kraj,1674,3560,288.561,613.667
2021-04-17,Moravskoslezský kraj,2906,6380,243.621,534.861
2021-04-17,,27,65,,
2021-04-18,Hlavní město Praha,2034,4615,152.35,345.671
2021-04-18,Středočeský kraj,2439,5762,174.464,412.161
2021-04-18,Jihočeský kraj,1656,3911,257.322,607.722
2021-04-18,Plzeňský kraj,725,1778,122.665,300.825
2021-04-18,Karlovarský kraj,210,486,71.596,165.694
2021-04-18,Ústecký kraj,2181,4896,266.951,599.263
2021-04-18,Liberecký kraj,810,1954,183.061,441.606
2021-04-18,Královéhradecký kraj,449,1128,81.517,204.792
2021-04-18,Pardubický kraj,1211,2878,231.613,550.438
2021-04-18,Kraj Vysočina,1403,3192,275.719,627.294
2021-04-18,Jihomoravský kraj,2174,5078,181.875,424.821
2021-04-18,Olomoucký kraj,1604,3482,254.392,552.241
2021-04-18,Zlínský kraj,1695,3518,292.181,606.427
2021-04-18,Moravskoslezský kraj,2938,6235,246.304,522.705
2021-04-18,,29,67,,
2021-04-19,Hlavní město Praha,1946,4680,145.759,350.54
2021-04-19,Středočeský kraj,2355,5890,168.455,421.317
2021-04-19,Jihočeský kraj,1721,4064,267.422,631.496
2021-04-19,Plzeňský kraj,677,1881,114.544,318.252
2021-04-19,Karlovarský kraj,208,498,70.914,169.786
2021-04-19,Ústecký kraj,2083,5061,254.956,619.458
2021-04-19,Liberecký kraj,745,2067,168.371,467.144
2021-04-19,Královéhradecký kraj,447,1097,81.154,199.164
2021-04-19,Pardubický kraj,1184,2980,226.449,569.947
2021-04-19,Kraj Vysočina,1400,3269,275.129,642.426
2021-04-19,Jihomoravský kraj,2233,5405,186.811,452.178
2021-04-19,Olomoucký kraj,1514,3768,240.119,597.6
2021-04-19,Zlínský kraj,1713,3625,295.284,624.872
2021-04-19,Moravskoslezský kraj,2782,6546,233.226,548.777
2021-04-19,,25,67,,
2021-04-20,Hlavní město Praha,1880,4594,140.815,344.098
2021-04-20,Středočeský kraj,2256,5611,161.374,401.36
2021-04-20,Jihočeský kraj,1553,3925,241.317,609.897
2021-04-20,Plzeňský kraj,650,1751,109.975,296.257
2021-04-20,Karlovarský kraj,148,492,50.458,167.74
2021-04-20,Ústecký kraj,1940,4849,237.453,593.51
2021-04-20,Liberecký kraj,704,1929,159.105,435.956
2021-04-20,Královéhradecký kraj,413,1033,74.981,187.544
2021-04-20,Pardubický kraj,1003,2735,191.831,523.089
2021-04-20,Kraj Vysočina,1307,3260,256.853,640.658
2021-04-20,Jihomoravský kraj,2147,5281,179.616,441.804
2021-04-20,Olomoucký kraj,1478,3590,234.409,569.37
2021-04-20,Zlínský kraj,1581,3715,272.53,640.386
2021-04-20,Moravskoslezský kraj,2687,6293,225.262,527.567
2021-04-20,,22,60,,
2021-04-21,Hlavní město Praha,1782,4215,133.475,315.71
2021-04-21,Středočeský kraj,2093,4987,149.714,356.725
2021-04-21,Jihočeský kraj,1566,3564,243.337,553.802
2021-04-21,Plzeňský kraj,667,1595,112.852,269.863
2021-04-21,Karlovarský kraj,177,453,60.346,154.444
2021-04-21,Ústecký kraj,1870,4483,228.885,548.712
2021-04-21,Liberecký kraj,699,1761,157.975,397.988
2021-04-21,Královéhradecký kraj,371,948,67.356,172.112
2021-04-21,Pardubický kraj,999,2455,191.066,469.537
2021-04-21,Kraj Vysočina,1171,2940,230.126,577.771
2021-04-21,Jihomoravský kraj,2076,4703,173.676,393.449
2021-04-21,Olomoucký kraj,1362,3394,216.011,538.284
2021-04-21,Zlínský kraj,1654,3556,285.114,612.978
2021-04-21,Moravskoslezský kraj,2500,5908,209.585,495.291
2021-04-21,,18,53,,
2021-04-22,Hlavní město Praha,1720,3992,128.831,299.007
2021-04-22,Středočeský kraj,2050,4775,146.638,341.56
2021-04-22,Jihočeský kraj,1515,3376,235.413,524.589
2021-04-22,Plzeňský kraj,647,1469,109.468,248.545
2021-04-22,Karlovarský kraj,152,400,51.822,136.374
2021-04-22,Ústecký kraj,1762,4177,215.666,511.258
2021-04-22,Liberecký kraj,649,1583,146.675,357.76
2021-04-22,Královéhradecký kraj,348,861,63.18,156.317
2021-04-22,Pardubický kraj,929,2287,177.678,437.405
2021-04-22,Kraj Vysočina,1095,2800,215.19,550.258
2021-04-22,Jihomoravský kraj,2069,4543,173.091,380.063
2021-04-22,Olomoucký kraj,1338,3060,212.205,485.312
2021-04-22,Zlínský kraj,1638,3404,282.356,586.776
2021-04-22,Moravskoslezský kraj,2429,5572,203.633,467.123
2021-04-22,,20,54,,
2021-04-23,Hlavní město Praha,1616,3786,121.041,283.578
2021-04-23,Středočeský kraj,1942,4518,138.913,323.177
2021-04-23,Jihočeský kraj,1521,3228,236.345,501.592
2021-04-23,Plzeňský kraj,610,1370,103.208,231.794
2021-04-23,Karlovarský kraj,130,345,44.322,117.623
2021-04-23,Ústecký kraj,1678,3965,205.385,485.31
2021-04-23,Liberecký kraj,636,1487,143.737,336.063
2021-04-23,Královéhradecký kraj,336,818,61.002,148.51
2021-04-23,Pardubický kraj,893,2103,170.793,402.214
2021-04-23,Kraj Vysočina,1058,2598,207.919,510.561
2021-04-23,Jihomoravský kraj,2041,4269,170.748,357.141
2021-04-23,Olomoucký kraj,1324,2931,209.985,464.853
2021-04-23,Zlínský kraj,1612,3327,277.874,573.503
2021-04-23,Moravskoslezský kraj,2331,5336,195.417,447.338
2021-04-23,,18,48,,
2021-04-24,Hlavní město Praha,1586,3680,118.794,275.638
2021-04-24,Středočeský kraj,1936,4420,138.484,316.167
2021-04-24,Jihočeský kraj,1500,3154,233.082,490.093
2021-04-24,Plzeňský kraj,617,1356,104.392,229.426
2021-04-24,Karlovarský kraj,144,357,49.095,121.714
2021-04-24,Ústecký kraj,1640,3863,200.733,472.825
2021-04-24,Liberecký kraj,641,1465,144.867,331.091
2021-04-24,Královéhradecký kraj,333,797,60.457,144.698
2021-04-24,Pardubický kraj,848,2060,162.186,393.99
2021-04-24,Kraj Vysočina,1030,2435,202.416,478.528
2021-04-24,Jihomoravský kraj,1960,4160,163.972,348.022
2021-04-24,Olomoucký kraj,1327,2915,210.461,462.315
2021-04-24,Zlínský kraj,1564,3238,269.6,558.161
2021-04-24,Moravskoslezský kraj,2374,5280,199.022,442.643
2021-04-24,,16,43,,
2021-04-25,Hlavní město Praha,1596,3630,119.543,271.893
2021-04-25,Středočeský kraj,1936,4375,138.484,312.948
2021-04-25,Jihočeský kraj,1485,3141,230.751,488.073
2021-04-25,Plzeňský kraj,614,1339,103.885,226.549
2021-04-25,Karlovarský kraj,135,345,46.026,117.623
2021-04-25,Ústecký kraj,1671,3852,204.528,471.479
2021-04-25,Liberecký kraj,637,1447,143.963,327.023
2021-04-25,Královéhradecký kraj,311,760,56.463,137.98
2021-04-25,Pardubický kraj,838,2049,160.274,391.886
2021-04-25,Kraj Vysočina,1015,2418,199.469,475.187
2021-04-25,Jihomoravský kraj,2072,4246,173.342,355.217
2021-04-25,Olomoucký kraj,1307,2911,207.289,461.681
2021-04-25,Zlínský kraj,1550,3245,267.187,559.368
2021-04-25,Moravskoslezský kraj,2327,5265,195.082,441.386
2021-04-25,,14,43,,
2021-04-26,Hlavní město Praha,1538,3484,115.199,260.957
2021-04-26,Středočeský kraj,1920,4275,137.339,305.795
2021-04-26,Jihočeský kraj,1392,3113,216.3,483.722
2021-04-26,Plzeňský kraj,607,1284,102.7,217.244
2021-04-26,Karlovarský kraj,118,326,40.23,111.145
2021-04-26,Ústecký kraj,1565,3648,191.554,446.509
2021-04-26,Liberecký kraj,610,1355,137.861,306.231
2021-04-26,Královéhradecký kraj,323,770,58.642,139.796
2021-04-26,Pardubický kraj,795,1979,152.05,378.498
2021-04-26,Kraj Vysočina,992,2392,194.949,470.078
2021-04-26,Jihomoravský kraj,1941,4174,162.382,349.193
2021-04-26,Olomoucký kraj,1229,2743,194.918,435.036
2021-04-26,Zlínský kraj,1513,3226,260.809,556.093
2021-04-26,Moravskoslezský kraj,2201,4983,184.519,417.745
2021-04-26,,13,38,,
2021-04-27,Hlavní město Praha,1465,3345,109.731,250.546
2021-04-27,Středočeský kraj,1790,4046,128.04,289.414
2021-04-27,Jihočeský kraj,1414,2967,219.718,461.036
2021-04-27,Plzeňský kraj,586,1236,99.147,209.123
2021-04-27,Karlovarský kraj,112,260,38.185,88.643
2021-04-27,Ústecký kraj,1525,3465,186.658,424.111
2021-04-27,Liberecký kraj,574,1278,129.725,288.829
2021-04-27,Královéhradecký kraj,298,711,54.103,129.084
2021-04-27,Pardubický kraj,732,1735,140.0,331.831
2021-04-27,Kraj Vysočina,963,2270,189.25,446.102
2021-04-27,Jihomoravský kraj,1878,4025,157.112,336.728
2021-04-27,Olomoucký kraj,1173,2651,186.036,420.445
2021-04-27,Zlínský kraj,1482,3063,255.465,527.995
2021-04-27,Moravskoslezský kraj,2184,4871,183.093,408.355
2021-04-27,,13,35,,
2021-04-28,Hlavní město Praha,1438,3220,107.709,241.183
2021-04-28,Středočeský kraj,1773,3866,126.824,276.539
2021-04-28,Jihočeský kraj,1356,2922,210.706,454.043
2021-04-28,Plzeňský kraj,580,1247,98.132,210.984
2021-04-28,Karlovarský kraj,116,293,39.548,99.894
2021-04-28,Ústecký kraj,1496,3366,183.108,411.993
2021-04-28,Liberecký kraj,540,1239,122.041,280.015
2021-04-28,Královéhradecký kraj,302,673,54.829,122.185
2021-04-28,Pardubický kraj,641,1640,122.596,313.662
2021-04-28,Kraj Vysočina,923,2094,181.389,411.515
2021-04-28,Jihomoravský kraj,1833,3909,153.347,327.023
2021-04-28,Olomoucký kraj,1153,2515,182.864,398.876
2021-04-28,Zlínský kraj,1369,3023,235.986,521.1
2021-04-28,Moravskoslezský kraj,2190,4690,183.596,393.181
2021-04-28,,14,32,,
2021-04-29,Hlavní město Praha,1462,3182,109.506,238.337
2021-04-29,Středočeský kraj,1676,3726,119.886,266.524
2021-04-29,Jihočeský kraj,1308,2823,203.247,438.66
2021-04-29,Plzeňský kraj,563,1210,95.256,204.724
2021-04-29,Karlovarský kraj,120,272,40.912,92.734
2021-04-29,Ústecký kraj,1493,3255,182.741,398.407
2021-04-29,Liberecký kraj,526,1175,118.877,265.551
2021-04-29,Královéhradecký kraj,319,667,57.915,121.096
2021-04-29,Pardubický kraj,636,1565,121.64,299.318
2021-04-29,Kraj Vysočina,973,2068,191.215,406.405
2021-04-29,Jihomoravský kraj,1708,3777,142.89,315.98
2021-04-29,Olomoucký kraj,1133,2471,179.692,391.898
2021-04-29,Zlínský kraj,1317,2955,227.022,509.378
2021-04-29,Moravskoslezský kraj,2078,4507,174.207,377.84
2021-04-29,,13,33,,
2021-04-30,Hlavní město Praha,1437,3053,107.634,228.675
2021-04-30,Středočeský kraj,1659,3601,118.67,257.583
2021-04-30,Jihočeský kraj,1217,2738,189.107,425.452
2021-04-30,Plzeňský kraj,544,1154,92.041,195.249
2021-04-30,Karlovarský kraj,119,249,40.571,84.893
2021-04-30,Ústecký kraj,1487,3165,182.006,387.391
2021-04-30,Liberecký kraj,504,1140,113.904,257.641
2021-04-30,Královéhradecký kraj,322,658,58.46,119.462
2021-04-30,Pardubický kraj,580,1473,110.929,281.722
2021-04-30,Kraj Vysočina,949,2007,186.498,394.417
2021-04-30,Jihomoravský kraj,1747,3788,146.152,316.901
2021-04-30,Olomoucký kraj,1016,2340,161.136,371.121
2021-04-30,Zlínský kraj,1241,2853,213.922,491.796
2021-04-30,Moravskoslezský kraj,2059,4390,172.614,368.031
2021-04-30,,12,30,,
2021-05-01,Hlavní město Praha,1391,2977,104.188,222.982
2021-05-01,Středočeský kraj,1584,3520,113.305,251.789
2021-05-01,Jihočeský kraj,1255,2755,195.012,428.093
2021-05-01,Plzeňský kraj,529,1146,89.503,193.895
2021-05-01,Karlovarský kraj,129,273,43.981,93.075
2021-05-01,Ústecký kraj,1506,3146,184.332,385.065
2021-05-01,Liberecký kraj,478,1119,108.028,252.895
2021-05-01,Královéhradecký kraj,322,655,58.46,118.917
2021-05-01,Pardubický kraj,569,1417,108.825,271.012
2021-05-01,Kraj Vysočina,985,2015,193.573,395.989
2021-05-01,Jihomoravský kraj,1754,3714,146.738,310.71
2021-05-01,Olomoucký kraj,998,2325,158.282,368.742
2021-05-01,Zlínský kraj,1270,2834,218.921,488.52
2021-05-01,Moravskoslezský kraj,1970,4344,165.153,364.175
2021-05-01,,14,30,,
2021-05-02,Hlavní město Praha,1367,2963,102.391,221.934
2021-05-02,Středočeský kraj,1557,3493,111.374,249.857
2021-05-02,Jihočeský kraj,1290,2775,200.45,431.201
2021-05-02,Plzeňský kraj,522,1136,88.319,192.203
2021-05-02,Karlovarský kraj,128,263,43.64,89.666
2021-05-02,Ústecký kraj,1435,3106,175.642,380.169
2021-05-02,Liberecký kraj,479,1116,108.254,252.217
2021-05-02,Královéhradecký kraj,315,626,57.189,113.652
2021-05-02,Pardubický kraj,559,1397,106.913,267.186
2021-05-02,Kraj Vysočina,978,1993,192.197,391.666
2021-05-02,Jihomoravský kraj,1643,3715,137.452,310.794
2021-05-02,Olomoucký kraj,1012,2319,160.502,367.79
2021-05-02,Zlínský kraj,1187,2737,204.613,471.8
2021-05-02,Moravskoslezský kraj,1948,4275,163.309,358.39
2021-05-02,,15,29,,
2021-05-03,Hlavní město Praha,1420,2958,106.36,221.559
2021-05-03,Středočeský kraj,1500,3420,107.296,244.636
2021-05-03,Jihočeský kraj,1271,2663,197.498,413.798
2021-05-03,Plzeňský kraj,448,1055,75.798,178.499
2021-05-03,Karlovarský kraj,110,228,37.503,77.733
2021-05-03,Ústecký kraj,1459,3024,178.579,370.133
2021-05-03,Liberecký kraj,470,1080,106.22,244.081
2021-05-03,Královéhradecký kraj,288,611,52.287,110.929
2021-05-03,Pardubický kraj,548,1343,104.809,256.858
2021-05-03,Kraj Vysočina,891,1883,175.1,370.049
2021-05-03,Jihomoravský kraj,1560,3501,130.508,292.891
2021-05-03,Olomoucký kraj,954,2183,151.303,346.221
2021-05-03,Zlínský kraj,1174,2687,202.372,463.181
2021-05-03,Moravskoslezský kraj,1954,4155,163.812,348.33
2021-05-03,,16,29,,
2021-05-04,Hlavní město Praha,1306,2771,97.822,207.552
2021-05-04,Středočeský kraj,1451,3241,103.791,231.832
2021-05-04,Jihočeský kraj,1180,2594,183.358,403.076
2021-05-04,Plzeňský kraj,442,1028,74.783,173.93
2021-05-04,Karlovarský kraj,131,243,44.662,82.847
2021-05-04,Ústecký kraj,1388,2913,169.889,356.547
2021-05-04,Liberecký kraj,453,1027,102.378,232.103
2021-05-04,Královéhradecký kraj,280,578,50.835,104.938
2021-05-04,Pardubický kraj,496,1228,94.864,234.864
2021-05-04,Kraj Vysočina,847,1810,166.453,355.703
2021-05-04,Jihomoravský kraj,1462,3340,122.31,279.421
2021-05-04,Olomoucký kraj,844,2017,133.857,319.894
2021-05-04,Zlínský kraj,1121,2603,193.236,448.701
2021-05-04,Moravskoslezský kraj,1818,4002,152.41,335.504
2021-05-04,,15,28,,
2021-05-05,Hlavní město Praha,1238,2676,92.728,200.437
2021-05-05,Středočeský kraj,1355,3128,96.924,223.749
2021-05-05,Jihočeský kraj,1120,2476,174.034,384.74
2021-05-05,Plzeňský kraj,402,982,68.016,166.148
2021-05-05,Karlovarský kraj,119,235,40.571,80.12
2021-05-05,Ústecký kraj,1292,2788,158.139,341.247
2021-05-05,Liberecký kraj,437,977,98.762,220.803
2021-05-05,Královéhradecký kraj,271,573,49.201,104.03
2021-05-05,Pardubický kraj,504,1145,96.394,218.99
2021-05-05,Kraj Vysočina,898,1821,176.476,357.864
2021-05-05,Jihomoravský kraj,1432,3265,119.8,273.147
