Datum,Kraj,incidence 7,incidence 14,incidence 7 na 100 000,incidence 14 na 100 000
2020-03-01,Hlavní město Praha,2,2,0.15,0.15
2020-03-01,Středočeský kraj,0,0,0.0,0.0
2020-03-01,Jihočeský kraj,0,0,0.0,0.0
2020-03-01,Plzeňský kraj,0,0,0.0,0.0
2020-03-01,Karlovarský kraj,0,0,0.0,0.0
2020-03-01,Ústecký kraj,1,1,0.122,0.122
2020-03-01,Liberecký kraj,0,0,0.0,0.0
2020-03-01,Královéhradecký kraj,0,0,0.0,0.0
2020-03-01,Pardubický kraj,0,0,0.0,0.0
2020-03-01,Kraj Vysočina,0,0,0.0,0.0
2020-03-01,Jihomoravský kraj,0,0,0.0,0.0
2020-03-01,Olomoucký kraj,0,0,0.0,0.0
2020-03-01,Zlínský kraj,0,0,0.0,0.0
2020-03-01,Moravskoslezský kraj,0,0,0.0,0.0
2020-03-01,,0,0,,
2020-03-02,Hlavní město Praha,2,2,0.15,0.15
2020-03-02,Středočeský kraj,0,0,0.0,0.0
2020-03-02,Jihočeský kraj,0,0,0.0,0.0
2020-03-02,Plzeňský kraj,0,0,0.0,0.0
2020-03-02,Karlovarský kraj,0,0,0.0,0.0
2020-03-02,Ústecký kraj,1,1,0.122,0.122
2020-03-02,Liberecký kraj,0,0,0.0,0.0
2020-03-02,Královéhradecký kraj,0,0,0.0,0.0
2020-03-02,Pardubický kraj,0,0,0.0,0.0
2020-03-02,Kraj Vysočina,0,0,0.0,0.0
2020-03-02,Jihomoravský kraj,0,0,0.0,0.0
2020-03-02,Olomoucký kraj,0,0,0.0,0.0
2020-03-02,Zlínský kraj,0,0,0.0,0.0
2020-03-02,Moravskoslezský kraj,0,0,0.0,0.0
2020-03-02,,0,0,,
2020-03-03,Hlavní město Praha,3,3,0.225,0.225
2020-03-03,Středočeský kraj,0,0,0.0,0.0
2020-03-03,Jihočeský kraj,0,0,0.0,0.0
2020-03-03,Plzeňský kraj,0,0,0.0,0.0
2020-03-03,Karlovarský kraj,0,0,0.0,0.0
2020-03-03,Ústecký kraj,2,2,0.245,0.245
2020-03-03,Liberecký kraj,0,0,0.0,0.0
2020-03-03,Královéhradecký kraj,0,0,0.0,0.0
2020-03-03,Pardubický kraj,0,0,0.0,0.0
2020-03-03,Kraj Vysočina,0,0,0.0,0.0
2020-03-03,Jihomoravský kraj,0,0,0.0,0.0
2020-03-03,Olomoucký kraj,0,0,0.0,0.0
2020-03-03,Zlínský kraj,0,0,0.0,0.0
2020-03-03,Moravskoslezský kraj,0,0,0.0,0.0
2020-03-03,,0,0,,
2020-03-04,Hlavní město Praha,4,4,0.3,0.3
2020-03-04,Středočeský kraj,0,0,0.0,0.0
2020-03-04,Jihočeský kraj,0,0,0.0,0.0
2020-03-04,Plzeňský kraj,0,0,0.0,0.0
2020-03-04,Karlovarský kraj,0,0,0.0,0.0
2020-03-04,Ústecký kraj,2,2,0.245,0.245
2020-03-04,Liberecký kraj,0,0,0.0,0.0
2020-03-04,Královéhradecký kraj,0,0,0.0,0.0
2020-03-04,Pardubický kraj,0,0,0.0,0.0
2020-03-04,Kraj Vysočina,0,0,0.0,0.0
2020-03-04,Jihomoravský kraj,0,0,0.0,0.0
2020-03-04,Olomoucký kraj,0,0,0.0,0.0
2020-03-04,Zlínský kraj,0,0,0.0,0.0
2020-03-04,Moravskoslezský kraj,0,0,0.0,0.0
2020-03-04,,0,0,,
2020-03-05,Hlavní město Praha,4,4,0.3,0.3
2020-03-05,Středočeský kraj,0,0,0.0,0.0
2020-03-05,Jihočeský kraj,0,0,0.0,0.0
2020-03-05,Plzeňský kraj,0,0,0.0,0.0
2020-03-05,Karlovarský kraj,0,0,0.0,0.0
2020-03-05,Ústecký kraj,5,5,0.612,0.612
2020-03-05,Liberecký kraj,0,0,0.0,0.0
2020-03-05,Královéhradecký kraj,0,0,0.0,0.0
2020-03-05,Pardubický kraj,0,0,0.0,0.0
2020-03-05,Kraj Vysočina,0,0,0.0,0.0
2020-03-05,Jihomoravský kraj,0,0,0.0,0.0
2020-03-05,Olomoucký kraj,0,0,0.0,0.0
2020-03-05,Zlínský kraj,0,0,0.0,0.0
2020-03-05,Moravskoslezský kraj,0,0,0.0,0.0
2020-03-05,,0,0,,
2020-03-06,Hlavní město Praha,12,12,0.899,0.899
2020-03-06,Středočeský kraj,0,0,0.0,0.0
2020-03-06,Jihočeský kraj,0,0,0.0,0.0
2020-03-06,Plzeňský kraj,0,0,0.0,0.0
2020-03-06,Karlovarský kraj,0,0,0.0,0.0
2020-03-06,Ústecký kraj,8,8,0.979,0.979
2020-03-06,Liberecký kraj,0,0,0.0,0.0
2020-03-06,Královéhradecký kraj,0,0,0.0,0.0
2020-03-06,Pardubický kraj,0,0,0.0,0.0
2020-03-06,Kraj Vysočina,0,0,0.0,0.0
2020-03-06,Jihomoravský kraj,0,0,0.0,0.0
2020-03-06,Olomoucký kraj,0,0,0.0,0.0
2020-03-06,Zlínský kraj,0,0,0.0,0.0
2020-03-06,Moravskoslezský kraj,0,0,0.0,0.0
2020-03-06,,0,0,,
2020-03-07,Hlavní město Praha,16,16,1.198,1.198
2020-03-07,Středočeský kraj,0,0,0.0,0.0
2020-03-07,Jihočeský kraj,0,0,0.0,0.0
2020-03-07,Plzeňský kraj,0,0,0.0,0.0
2020-03-07,Karlovarský kraj,0,0,0.0,0.0
2020-03-07,Ústecký kraj,10,10,1.224,1.224
2020-03-07,Liberecký kraj,0,0,0.0,0.0
2020-03-07,Královéhradecký kraj,0,0,0.0,0.0
2020-03-07,Pardubický kraj,0,0,0.0,0.0
2020-03-07,Kraj Vysočina,0,0,0.0,0.0
2020-03-07,Jihomoravský kraj,0,0,0.0,0.0
2020-03-07,Olomoucký kraj,0,0,0.0,0.0
2020-03-07,Zlínský kraj,1,1,0.172,0.172
2020-03-07,Moravskoslezský kraj,0,0,0.0,0.0
2020-03-07,,0,0,,
2020-03-08,Hlavní město Praha,14,16,1.049,1.198
2020-03-08,Středočeský kraj,2,2,0.143,0.143
2020-03-08,Jihočeský kraj,0,0,0.0,0.0
2020-03-08,Plzeňský kraj,0,0,0.0,0.0
2020-03-08,Karlovarský kraj,0,0,0.0,0.0
2020-03-08,Ústecký kraj,11,12,1.346,1.469
2020-03-08,Liberecký kraj,0,0,0.0,0.0
2020-03-08,Královéhradecký kraj,1,1,0.182,0.182
2020-03-08,Pardubický kraj,0,0,0.0,0.0
2020-03-08,Kraj Vysočina,0,0,0.0,0.0
2020-03-08,Jihomoravský kraj,0,0,0.0,0.0
2020-03-08,Olomoucký kraj,1,1,0.159,0.159
2020-03-08,Zlínský kraj,1,1,0.172,0.172
2020-03-08,Moravskoslezský kraj,0,0,0.0,0.0
2020-03-08,,0,0,,
2020-03-09,Hlavní město Praha,18,20,1.348,1.498
2020-03-09,Středočeský kraj,2,2,0.143,0.143
2020-03-09,Jihočeský kraj,0,0,0.0,0.0
2020-03-09,Plzeňský kraj,0,0,0.0,0.0
2020-03-09,Karlovarský kraj,0,0,0.0,0.0
2020-03-09,Ústecký kraj,11,12,1.346,1.469
2020-03-09,Liberecký kraj,0,0,0.0,0.0
2020-03-09,Královéhradecký kraj,3,3,0.545,0.545
2020-03-09,Pardubický kraj,0,0,0.0,0.0
2020-03-09,Kraj Vysočina,0,0,0.0,0.0
2020-03-09,Jihomoravský kraj,0,0,0.0,0.0
2020-03-09,Olomoucký kraj,1,1,0.159,0.159
2020-03-09,Zlínský kraj,1,1,0.172,0.172
2020-03-09,Moravskoslezský kraj,0,0,0.0,0.0
2020-03-09,,0,0,,
2020-03-10,Hlavní město Praha,29,32,2.172,2.397
2020-03-10,Středočeský kraj,2,2,0.143,0.143
2020-03-10,Jihočeský kraj,0,0,0.0,0.0
2020-03-10,Plzeňský kraj,1,1,0.169,0.169
2020-03-10,Karlovarský kraj,1,1,0.341,0.341
2020-03-10,Ústecký kraj,14,16,1.714,1.958
2020-03-10,Liberecký kraj,0,0,0.0,0.0
2020-03-10,Královéhradecký kraj,3,3,0.545,0.545
2020-03-10,Pardubický kraj,1,1,0.191,0.191
2020-03-10,Kraj Vysočina,1,1,0.197,0.197
2020-03-10,Jihomoravský kraj,0,0,0.0,0.0
2020-03-10,Olomoucký kraj,4,4,0.634,0.634
2020-03-10,Zlínský kraj,3,3,0.517,0.517
2020-03-10,Moravskoslezský kraj,0,0,0.0,0.0
2020-03-10,,0,0,,
2020-03-11,Hlavní město Praha,34,38,2.547,2.846
2020-03-11,Středočeský kraj,16,16,1.144,1.144
2020-03-11,Jihočeský kraj,1,1,0.155,0.155
2020-03-11,Plzeňský kraj,2,2,0.338,0.338
2020-03-11,Karlovarský kraj,1,1,0.341,0.341
2020-03-11,Ústecký kraj,14,16,1.714,1.958
2020-03-11,Liberecký kraj,1,1,0.226,0.226
2020-03-11,Královéhradecký kraj,3,3,0.545,0.545
2020-03-11,Pardubický kraj,2,2,0.383,0.383
2020-03-11,Kraj Vysočina,1,1,0.197,0.197
2020-03-11,Jihomoravský kraj,3,3,0.251,0.251
2020-03-11,Olomoucký kraj,5,5,0.793,0.793
2020-03-11,Zlínský kraj,4,4,0.69,0.69
2020-03-11,Moravskoslezský kraj,2,2,0.168,0.168
2020-03-11,,0,0,,
2020-03-12,Hlavní město Praha,46,50,3.445,3.745
2020-03-12,Středočeský kraj,19,19,1.359,1.359
2020-03-12,Jihočeský kraj,1,1,0.155,0.155
2020-03-12,Plzeňský kraj,2,2,0.338,0.338
2020-03-12,Karlovarský kraj,1,1,0.341,0.341
2020-03-12,Ústecký kraj,11,16,1.346,1.958
2020-03-12,Liberecký kraj,1,1,0.226,0.226
2020-03-12,Královéhradecký kraj,6,6,1.089,1.089
2020-03-12,Pardubický kraj,2,2,0.383,0.383
2020-03-12,Kraj Vysočina,2,2,0.393,0.393
2020-03-12,Jihomoravský kraj,3,3,0.251,0.251
2020-03-12,Olomoucký kraj,5,5,0.793,0.793
2020-03-12,Zlínský kraj,5,5,0.862,0.862
2020-03-12,Moravskoslezský kraj,4,4,0.335,0.335
2020-03-12,,0,0,,
2020-03-13,Hlavní město Praha,45,57,3.371,4.269
2020-03-13,Středočeský kraj,20,20,1.431,1.431
2020-03-13,Jihočeský kraj,2,2,0.311,0.311
2020-03-13,Plzeňský kraj,2,2,0.338,0.338
2020-03-13,Karlovarský kraj,1,1,0.341,0.341
2020-03-13,Ústecký kraj,9,17,1.102,2.081
2020-03-13,Liberecký kraj,2,2,0.452,0.452
2020-03-13,Královéhradecký kraj,7,7,1.271,1.271
2020-03-13,Pardubický kraj,2,2,0.383,0.383
2020-03-13,Kraj Vysočina,2,2,0.393,0.393
2020-03-13,Jihomoravský kraj,4,4,0.335,0.335
2020-03-13,Olomoucký kraj,7,7,1.11,1.11
2020-03-13,Zlínský kraj,13,13,2.241,2.241
2020-03-13,Moravskoslezský kraj,6,6,0.503,0.503
2020-03-13,,0,0,,
2020-03-14,Hlavní město Praha,56,72,4.194,5.393
2020-03-14,Středočeský kraj,24,24,1.717,1.717
2020-03-14,Jihočeský kraj,2,2,0.311,0.311
2020-03-14,Plzeňský kraj,2,2,0.338,0.338
2020-03-14,Karlovarský kraj,8,8,2.727,2.727
2020-03-14,Ústecký kraj,7,17,0.857,2.081
2020-03-14,Liberecký kraj,2,2,0.452,0.452
2020-03-14,Královéhradecký kraj,7,7,1.271,1.271
2020-03-14,Pardubický kraj,2,2,0.383,0.383
2020-03-14,Kraj Vysočina,2,2,0.393,0.393
2020-03-14,Jihomoravský kraj,9,9,0.753,0.753
2020-03-14,Olomoucký kraj,21,21,3.331,3.331
2020-03-14,Zlínský kraj,12,13,2.069,2.241
2020-03-14,Moravskoslezský kraj,8,8,0.671,0.671
2020-03-14,,1,1,,
2020-03-15,Hlavní město Praha,96,110,7.191,8.239
2020-03-15,Středočeský kraj,28,30,2.003,2.146
2020-03-15,Jihočeský kraj,6,6,0.932,0.932
2020-03-15,Plzeňský kraj,11,11,1.861,1.861
2020-03-15,Karlovarský kraj,13,13,4.432,4.432
2020-03-15,Ústecký kraj,8,19,0.979,2.326
2020-03-15,Liberecký kraj,3,3,0.678,0.678
2020-03-15,Královéhradecký kraj,7,8,1.271,1.452
2020-03-15,Pardubický kraj,4,4,0.765,0.765
2020-03-15,Kraj Vysočina,6,6,1.179,1.179
2020-03-15,Jihomoravský kraj,17,17,1.422,1.422
2020-03-15,Olomoucký kraj,31,32,4.917,5.075
2020-03-15,Zlínský kraj,21,22,3.62,3.792
2020-03-15,Moravskoslezský kraj,14,14,1.174,1.174
2020-03-15,,1,1,,
2020-03-16,Hlavní město Praha,112,130,8.389,9.737
2020-03-16,Středočeský kraj,45,47,3.219,3.362
2020-03-16,Jihočeský kraj,11,11,1.709,1.709
2020-03-16,Plzeňský kraj,11,11,1.861,1.861
2020-03-16,Karlovarský kraj,13,13,4.432,4.432
2020-03-16,Ústecký kraj,11,22,1.346,2.693
2020-03-16,Liberecký kraj,3,3,0.678,0.678
2020-03-16,Královéhradecký kraj,7,10,1.271,1.816
2020-03-16,Pardubický kraj,11,11,2.104,2.104
2020-03-16,Kraj Vysočina,8,8,1.572,1.572
2020-03-16,Jihomoravský kraj,23,23,1.924,1.924
2020-03-16,Olomoucký kraj,37,38,5.868,6.027
2020-03-16,Zlínský kraj,23,24,3.965,4.137
2020-03-16,Moravskoslezský kraj,25,25,2.096,2.096
2020-03-16,,5,5,,
2020-03-17,Hlavní město Praha,120,149,8.988,11.16
2020-03-17,Středočeský kraj,58,60,4.149,4.292
2020-03-17,Jihočeský kraj,14,14,2.175,2.175
2020-03-17,Plzeňský kraj,10,11,1.692,1.861
2020-03-17,Karlovarský kraj,16,17,5.455,5.796
2020-03-17,Ústecký kraj,9,23,1.102,2.815
2020-03-17,Liberecký kraj,4,4,0.904,0.904
2020-03-17,Královéhradecký kraj,9,12,1.634,2.179
2020-03-17,Pardubický kraj,11,12,2.104,2.295
2020-03-17,Kraj Vysočina,7,8,1.376,1.572
2020-03-17,Jihomoravský kraj,34,34,2.844,2.844
2020-03-17,Olomoucký kraj,34,38,5.392,6.027
2020-03-17,Zlínský kraj,23,26,3.965,4.482
2020-03-17,Moravskoslezský kraj,31,31,2.599,2.599
2020-03-17,,7,7,,
2020-03-18,Hlavní město Praha,146,180,10.936,13.482
2020-03-18,Středočeský kraj,61,77,4.363,5.508
2020-03-18,Jihočeský kraj,16,17,2.486,2.642
2020-03-18,Plzeňský kraj,12,14,2.03,2.369
2020-03-18,Karlovarský kraj,17,18,5.796,6.137
2020-03-18,Ústecký kraj,10,24,1.224,2.938
2020-03-18,Liberecký kraj,4,5,0.904,1.13
2020-03-18,Královéhradecký kraj,13,16,2.36,2.905
2020-03-18,Pardubický kraj,12,14,2.295,2.678
2020-03-18,Kraj Vysočina,8,9,1.572,1.769
2020-03-18,Jihomoravský kraj,37,40,3.095,3.346
2020-03-18,Olomoucký kraj,41,46,6.503,7.296
2020-03-18,Zlínský kraj,34,38,5.861,6.55
2020-03-18,Moravskoslezský kraj,48,50,4.024,4.192
2020-03-18,,7,7,,
2020-03-19,Hlavní město Praha,213,259,15.954,19.4
2020-03-19,Středočeský kraj,92,111,6.581,7.94
2020-03-19,Jihočeský kraj,18,19,2.797,2.952
2020-03-19,Plzeňský kraj,16,18,2.707,3.045
2020-03-19,Karlovarský kraj,28,29,9.546,9.887
2020-03-19,Ústecký kraj,19,30,2.326,3.672
2020-03-19,Liberecký kraj,5,6,1.13,1.356
2020-03-19,Královéhradecký kraj,10,16,1.816,2.905
2020-03-19,Pardubický kraj,15,17,2.869,3.251
2020-03-19,Kraj Vysočina,10,12,1.965,2.358
2020-03-19,Jihomoravský kraj,49,52,4.099,4.35
2020-03-19,Olomoucký kraj,55,60,8.723,9.516
2020-03-19,Zlínský kraj,43,48,7.412,8.274
2020-03-19,Moravskoslezský kraj,69,73,5.785,6.12
2020-03-19,,8,8,,
2020-03-20,Hlavní město Praha,241,286,18.051,21.422
2020-03-20,Středočeský kraj,117,137,8.369,9.8
2020-03-20,Jihočeský kraj,27,29,4.195,4.506
2020-03-20,Plzeňský kraj,16,18,2.707,3.045
2020-03-20,Karlovarský kraj,37,38,12.615,12.956
2020-03-20,Ústecký kraj,22,31,2.693,3.794
2020-03-20,Liberecký kraj,6,8,1.356,1.808
2020-03-20,Královéhradecký kraj,10,17,1.816,3.086
2020-03-20,Pardubický kraj,19,21,3.634,4.016
2020-03-20,Kraj Vysočina,13,15,2.555,2.948
2020-03-20,Jihomoravský kraj,57,61,4.769,5.103
2020-03-20,Olomoucký kraj,58,65,9.199,10.309
2020-03-20,Zlínský kraj,35,48,6.033,8.274
2020-03-20,Moravskoslezský kraj,83,89,6.958,7.461
2020-03-20,,8,8,,
2020-03-21,Hlavní město Praha,289,345,21.647,25.841
2020-03-21,Středočeský kraj,127,151,9.084,10.801
2020-03-21,Jihočeský kraj,28,30,4.351,4.662
2020-03-21,Plzeňský kraj,17,19,2.876,3.215
2020-03-21,Karlovarský kraj,33,41,11.251,13.978
2020-03-21,Ústecký kraj,24,31,2.938,3.794
2020-03-21,Liberecký kraj,8,10,1.808,2.26
2020-03-21,Královéhradecký kraj,12,19,2.179,3.45
2020-03-21,Pardubický kraj,24,26,4.59,4.973
2020-03-21,Kraj Vysočina,20,22,3.93,4.323
2020-03-21,Jihomoravský kraj,72,81,6.023,6.776
2020-03-21,Olomoucký kraj,54,75,8.564,11.895
2020-03-21,Zlínský kraj,46,58,7.929,9.998
2020-03-21,Moravskoslezský kraj,98,106,8.216,8.886
2020-03-21,,8,9,,
2020-03-22,Hlavní město Praha,275,371,20.598,27.789
2020-03-22,Středočeský kraj,142,170,10.157,12.16
2020-03-22,Jihočeský kraj,24,30,3.729,4.662
2020-03-22,Plzeňský kraj,8,19,1.354,3.215
2020-03-22,Karlovarský kraj,30,43,10.228,14.66
2020-03-22,Ústecký kraj,27,35,3.305,4.284
2020-03-22,Liberecký kraj,9,12,2.034,2.712
2020-03-22,Královéhradecký kraj,12,19,2.179,3.45
2020-03-22,Pardubický kraj,25,29,4.781,5.546
2020-03-22,Kraj Vysočina,16,22,3.144,4.323
2020-03-22,Jihomoravský kraj,71,88,5.94,7.362
2020-03-22,Olomoucký kraj,65,96,10.309,15.225
2020-03-22,Zlínský kraj,44,65,7.585,11.205
2020-03-22,Moravskoslezský kraj,110,124,9.222,10.395
2020-03-22,,8,9,,
2020-03-23,Hlavní město Praha,294,406,22.021,30.41
2020-03-23,Středočeský kraj,139,184,9.943,13.162
2020-03-23,Jihočeský kraj,22,33,3.419,5.128
2020-03-23,Plzeňský kraj,10,21,1.692,3.553
2020-03-23,Karlovarský kraj,36,49,12.274,16.706
2020-03-23,Ústecký kraj,27,38,3.305,4.651
2020-03-23,Liberecký kraj,10,13,2.26,2.938
2020-03-23,Královéhradecký kraj,11,18,1.997,3.268
2020-03-23,Pardubický kraj,29,40,5.546,7.65
2020-03-23,Kraj Vysočina,15,23,2.948,4.52
2020-03-23,Jihomoravský kraj,69,92,5.772,7.697
2020-03-23,Olomoucký kraj,73,110,11.578,17.446
2020-03-23,Zlínský kraj,50,73,8.619,12.584
2020-03-23,Moravskoslezský kraj,118,143,9.892,11.988
2020-03-23,,4,9,,
2020-03-24,Hlavní město Praha,332,452,24.867,33.856
2020-03-24,Středočeský kraj,143,201,10.229,14.378
2020-03-24,Jihočeský kraj,21,35,3.263,5.439
2020-03-24,Plzeňský kraj,21,31,3.553,5.245
2020-03-24,Karlovarský kraj,40,56,13.637,19.092
2020-03-24,Ústecký kraj,30,39,3.672,4.774
2020-03-24,Liberecký kraj,16,20,3.616,4.52
2020-03-24,Královéhradecký kraj,23,32,4.176,5.81
2020-03-24,Pardubický kraj,31,42,5.929,8.033
2020-03-24,Kraj Vysočina,20,27,3.93,5.306
2020-03-24,Jihomoravský kraj,68,102,5.689,8.533
2020-03-24,Olomoucký kraj,92,126,14.591,19.983
2020-03-24,Zlínský kraj,55,78,9.481,13.446
2020-03-24,Moravskoslezský kraj,131,162,10.982,13.581
2020-03-24,,2,9,,
2020-03-25,Hlavní město Praha,383,529,28.687,39.623
2020-03-25,Středočeský kraj,154,215,11.016,15.379
2020-03-25,Jihočeský kraj,38,54,5.905,8.391
2020-03-25,Plzeňský kraj,28,40,4.737,6.768
2020-03-25,Karlovarský kraj,49,66,16.706,22.502
2020-03-25,Ústecký kraj,44,54,5.386,6.61
2020-03-25,Liberecký kraj,27,31,6.102,7.006
2020-03-25,Královéhradecký kraj,28,41,5.083,7.444
2020-03-25,Pardubický kraj,41,53,7.842,10.137
2020-03-25,Kraj Vysočina,27,35,5.306,6.878
2020-03-25,Jihomoravský kraj,73,110,6.107,9.203
2020-03-25,Olomoucký kraj,109,150,17.287,23.79
2020-03-25,Zlínský kraj,53,87,9.136,14.997
2020-03-25,Moravskoslezský kraj,151,199,12.659,16.683
2020-03-25,,2,9,,
2020-03-26,Hlavní město Praha,374,587,28.013,43.967
2020-03-26,Středočeský kraj,159,251,11.373,17.954
2020-03-26,Jihočeský kraj,48,66,7.459,10.256
2020-03-26,Plzeňský kraj,57,73,9.644,12.351
2020-03-26,Karlovarský kraj,38,66,12.956,22.502
2020-03-26,Ústecký kraj,45,64,5.508,7.833
2020-03-26,Liberecký kraj,37,42,8.362,9.492
2020-03-26,Královéhradecký kraj,35,45,6.354,8.17
2020-03-26,Pardubický kraj,41,56,7.842,10.71
2020-03-26,Kraj Vysočina,32,42,6.289,8.254
2020-03-26,Jihomoravský kraj,68,117,5.689,9.788
2020-03-26,Olomoucký kraj,119,174,18.873,27.596
2020-03-26,Zlínský kraj,48,91,8.274,15.686
2020-03-26,Moravskoslezský kraj,158,227,13.246,19.03
2020-03-26,,1,9,,
2020-03-27,Hlavní město Praha,451,692,33.781,51.832
2020-03-27,Středočeský kraj,197,314,14.092,22.461
2020-03-27,Jihočeský kraj,47,74,7.303,11.499
2020-03-27,Plzeňský kraj,74,90,12.52,15.227
2020-03-27,Karlovarský kraj,41,78,13.978,26.593
2020-03-27,Ústecký kraj,50,72,6.12,8.813
2020-03-27,Liberecký kraj,43,49,9.718,11.074
2020-03-27,Královéhradecký kraj,45,55,8.17,9.985
2020-03-27,Pardubický kraj,42,61,8.033,11.667
2020-03-27,Kraj Vysočina,61,74,11.988,14.543
2020-03-27,Jihomoravský kraj,79,136,6.609,11.378
2020-03-27,Olomoucký kraj,150,208,23.79,32.989
2020-03-27,Zlínský kraj,57,92,9.826,15.859
2020-03-27,Moravskoslezský kraj,174,257,14.587,21.545
2020-03-27,,2,10,,
2020-03-28,Hlavní město Praha,444,733,33.256,54.903
2020-03-28,Středočeský kraj,213,340,15.236,24.321
2020-03-28,Jihočeský kraj,53,81,8.236,12.586
2020-03-28,Plzeňský kraj,98,115,16.581,19.457
2020-03-28,Karlovarský kraj,50,83,17.047,28.298
2020-03-28,Ústecký kraj,57,81,6.977,9.914
2020-03-28,Liberecký kraj,57,65,12.882,14.69
2020-03-28,Královéhradecký kraj,63,75,11.438,13.616
2020-03-28,Pardubický kraj,45,69,8.607,13.197
2020-03-28,Kraj Vysočina,75,95,14.739,18.669
2020-03-28,Jihomoravský kraj,69,141,5.772,11.796
2020-03-28,Olomoucký kraj,168,222,26.645,35.209
2020-03-28,Zlínský kraj,56,102,9.653,17.583
2020-03-28,Moravskoslezský kraj,167,265,14.0,22.216
2020-03-28,,2,10,,
2020-03-29,Hlavní město Praha,451,726,33.781,54.379
2020-03-29,Středočeský kraj,199,341,14.235,24.392
2020-03-29,Jihočeský kraj,54,78,8.391,12.12
2020-03-29,Plzeňský kraj,100,108,16.919,18.273
2020-03-29,Karlovarský kraj,52,82,17.729,27.957
2020-03-29,Ústecký kraj,76,103,9.302,12.607
2020-03-29,Liberecký kraj,72,81,16.272,18.306
2020-03-29,Královéhradecký kraj,67,79,12.164,14.343
2020-03-29,Pardubický kraj,46,71,8.798,13.579
2020-03-29,Kraj Vysočina,76,92,14.936,18.08
2020-03-29,Jihomoravský kraj,79,150,6.609,12.549
2020-03-29,Olomoucký kraj,166,231,26.327,36.636
2020-03-29,Zlínský kraj,63,107,10.86,18.444
2020-03-29,Moravskoslezský kraj,158,268,13.246,22.468
2020-03-29,,2,10,,
2020-03-30,Hlavní město Praha,449,743,33.631,55.652
2020-03-30,Středočeský kraj,199,338,14.235,24.177
2020-03-30,Jihočeský kraj,59,81,9.168,12.586
2020-03-30,Plzeňský kraj,120,130,20.303,21.995
2020-03-30,Karlovarský kraj,52,88,17.729,30.002
2020-03-30,Ústecký kraj,103,130,12.607,15.912
2020-03-30,Liberecký kraj,76,86,17.176,19.436
2020-03-30,Královéhradecký kraj,74,85,13.435,15.432
2020-03-30,Pardubický kraj,39,68,7.459,13.005
2020-03-30,Kraj Vysočina,80,95,15.722,18.669
2020-03-30,Jihomoravský kraj,86,155,7.195,12.967
2020-03-30,Olomoucký kraj,170,243,26.962,38.539
2020-03-30,Zlínský kraj,58,108,9.998,18.617
2020-03-30,Moravskoslezský kraj,152,270,12.743,22.635
2020-03-30,,2,6,,
2020-03-31,Hlavní město Praha,450,782,33.706,58.573
2020-03-31,Středočeský kraj,212,355,15.165,25.393
2020-03-31,Jihočeský kraj,65,86,10.1,13.363
2020-03-31,Plzeňský kraj,134,155,22.672,26.225
2020-03-31,Karlovarský kraj,50,90,17.047,30.684
2020-03-31,Ústecký kraj,152,182,18.605,22.277
2020-03-31,Liberecký kraj,91,107,20.566,24.182
2020-03-31,Královéhradecký kraj,71,94,12.89,17.066
2020-03-31,Pardubický kraj,62,93,11.858,17.787
2020-03-31,Kraj Vysočina,82,102,16.115,20.045
2020-03-31,Jihomoravský kraj,85,153,7.111,12.8
2020-03-31,Olomoucký kraj,170,262,26.962,41.553
2020-03-31,Zlínský kraj,67,122,11.549,21.03
2020-03-31,Moravskoslezský kraj,146,277,12.24,23.222
2020-03-31,,2,4,,
2020-04-01,Hlavní město Praha,445,828,33.331,62.019
2020-04-01,Středočeský kraj,210,364,15.021,26.037
2020-04-01,Jihočeský kraj,54,92,8.391,14.296
2020-04-01,Plzeňský kraj,135,163,22.841,27.578
2020-04-01,Karlovarský kraj,48,97,16.365,33.071
2020-04-01,Ústecký kraj,149,193,18.237,23.623
2020-04-01,Liberecký kraj,96,123,21.696,27.798
2020-04-01,Královéhradecký kraj,65,93,11.801,16.884
2020-04-01,Pardubický kraj,64,105,12.24,20.082
2020-04-01,Kraj Vysočina,83,110,16.311,21.617
2020-04-01,Jihomoravský kraj,110,183,9.203,15.31
2020-04-01,Olomoucký kraj,176,285,27.913,45.201
2020-04-01,Zlínský kraj,67,120,11.549,20.685
2020-04-01,Moravskoslezský kraj,126,277,10.563,23.222
2020-04-01,,2,4,,
2020-04-02,Hlavní město Praha,458,832,34.305,62.318
2020-04-02,Středočeský kraj,193,352,13.805,25.179
2020-04-02,Jihočeský kraj,49,97,7.614,15.073
2020-04-02,Plzeňský kraj,112,169,18.95,28.594
2020-04-02,Karlovarský kraj,59,97,20.115,33.071
2020-04-02,Ústecký kraj,184,229,22.521,28.029
2020-04-02,Liberecký kraj,92,129,20.792,29.154
2020-04-02,Královéhradecký kraj,68,103,12.346,18.7
2020-04-02,Pardubický kraj,69,110,13.197,21.038
2020-04-02,Kraj Vysočina,78,110,15.329,21.617
2020-04-02,Jihomoravský kraj,122,190,10.206,15.895
2020-04-02,Olomoucký kraj,176,295,27.913,46.787
2020-04-02,Zlínský kraj,66,114,11.377,19.651
2020-04-02,Moravskoslezský kraj,111,269,9.306,22.551
2020-04-02,,2,3,,
2020-04-03,Hlavní město Praha,407,858,30.485,64.266
2020-04-03,Středočeský kraj,168,365,12.017,26.109
2020-04-03,Jihočeský kraj,43,90,6.682,13.985
2020-04-03,Plzeňský kraj,126,200,21.318,33.839
